po_id,employee_id,vendor_id,approval_status,budget,amount,priority,request_date,approval_date,delivery_date,category
PO3BF7DC64,EMP5B8FA354,VND4EC61792,Pending,53816.79,48924.04,Normal,2024-05-13,,,Office Supplies
PO58EC5E31,EMPC143EBD1,VNDA68A83A5,Approved,12224.74,11740.83,High,2024-04-22,2024-04-24,2024-04-29,Raw Materials
PO3D557DB2,EMP27B119BC,VND76F0F0E0,Pending,7784.39,9492.78,Normal,2024-04-07,,,Office Supplies
PO11309928,EMPA352AD5E,VND3AF51314,Approved,28658.5,33117.83,Normal,2024-10-21,2024-10-22,2024-11-13,Equipment
PO81B86D6A,EMPFFD69B13,VNDEA23339B,Approved,32262.24,35159.67,Critical,2024-06-22,2024-06-27,2024-07-11,Services
POD5E5C2D6,EMPEB7FFF04,VND190C8D31,Approved,515.76,444.3,Normal,2024-07-03,2024-07-08,2024-08-04,Components
POA2E6E475,EMP109BCA87,VND5FE97D0B,Approved,12207.07,12362.99,Normal,2024-03-04,2024-03-08,2024-03-22,Components
PO16A81543,EMP31E6B03C,VND97E5802F,Approved,42599.21,40695.28,Normal,2024-03-20,2024-03-22,2024-03-31,Components
POA4630831,EMPFED915D0,VNDAB26D618,Approved,34241.71,39747.65,Normal,2024-03-29,2024-04-02,2024-04-10,Components
PO38A9A9A7,EMPEAE6DAD2,VNDA6643FA7,Approved,48426.96,47321.24,High,2024-08-30,2024-09-02,2024-09-07,Components
POF5ECCE97,EMPEF41F45D,VNDBC15E50D,Cancelled,37225.64,40330.11,High,2024-05-08,2024-05-11,,Equipment
PO38E85C07,EMPB175F3B4,VND66F3A422,Approved,31969.37,27243.99,Normal,2024-10-08,2024-10-12,2024-11-05,Components
PO9E98B800,EMP0FBA61CB,VNDF545674F,Approved,59539.24,49742.45,Normal,2024-01-28,2024-02-01,2024-02-14,Equipment
PO131F28A1,EMPB3A25B98,VND2AF9B25B,Approved,15003.48,18348.93,Normal,2024-08-31,2024-09-03,2024-09-12,Office Supplies
POD3A28A6B,EMP5CDECCCE,VND7290C297,Approved,3306.97,3453.42,Normal,2024-10-06,2024-10-10,2024-10-17,Equipment
PO42451F72,EMPFB16CF09,VNDBC15E50D,Pending,42086.56,44155.09,Normal,2024-06-23,,,Equipment
PO91A71F26,EMP3794B4D4,VND1DF449E3,Pending,33600.92,30837.06,Normal,2024-07-13,,,Services
POC2DC7319,EMPAEBE0644,VNDE1A395FA,Approved,35770.65,31024.5,Normal,2024-01-31,2024-02-02,2024-02-24,Components
PO044E3235,EMPBAC292EF,VND34BC34BC,Rejected,33187.17,28058.36,Critical,2024-07-27,2024-07-29,,Services
PO17F0F7DB,EMP030A4E1E,VND23FDC749,Approved,16716.37,18388.19,High,2024-07-28,2024-07-31,2024-08-30,Equipment
PO631A1C7C,EMPECC8F2F3,VND76F0F0E0,Approved,30849.24,25817.37,Normal,2024-06-24,2024-06-29,2024-07-15,Services
PO526AAEE3,EMP46289B1C,VND4A2B2E76,Approved,20116.51,21113.32,Normal,2024-08-13,2024-08-16,2024-09-10,Equipment
PO9CC5BEC6,EMP4029F1FD,VNDDA6D8C81,Approved,14973.89,16449.25,High,2024-08-12,2024-08-13,2024-09-03,Services
POF985AD0B,EMP3651414B,VNDF10E17A7,Approved,54941.44,49251.2,Normal,2024-05-23,2024-05-27,2024-06-10,Office Supplies
PO3EA65C72,EMP1BED656A,VNDE05F71D7,Pending,43603.29,37189.66,Normal,2024-09-15,,,Components
PO649EA7F2,EMP8991F011,VNDF10E17A7,Pending,36579.24,33592.26,Normal,2024-09-19,,,Office Supplies
PO6D9C8207,EMPF692E4BB,VND0A251297,Approved,33687.08,35137.97,Critical,2024-09-05,2024-09-08,2024-09-27,Services
PO10BC62BB,EMP8214D75C,VNDF08F6829,Approved,11874.89,10886.54,Normal,2024-10-12,2024-10-14,2024-11-10,Components
PO43BCC7FA,EMPEAACF98D,VNDFDC347F6,Approved,45347.86,40287.2,Normal,2024-12-31,2025-01-03,2025-01-22,Components
POC0042D9A,EMPCA073ACD,VND6B54C68D,Pending,21444.34,21832.66,Normal,2024-12-29,,,Components
PO11FA7675,EMPAD944437,VND07A84740,Approved,13056.1,11428.51,Normal,2024-02-01,2024-02-02,2024-02-12,Raw Materials
PO203C5FA9,EMPEEA9FB5B,VND4AFDF46C,Approved,34999.07,38403.94,High,2024-03-23,2024-03-24,2024-04-23,Equipment
PO2489E02D,EMP8E2B1E24,VND0D050C25,Approved,117.84,105.29,Normal,2024-03-10,2024-03-13,2024-03-27,Components
POA819B341,EMP4C1DCF8F,VND67D32B2F,Approved,7003.06,7600.5,Normal,2024-03-07,2024-03-09,2024-03-23,Office Supplies
POC2425865,EMP83D0CF32,VND3D2A9A3A,Rejected,37894.17,40855.9,Normal,2024-08-01,2024-08-04,,Components
PO92BD3B48,EMPD9915DBA,VND650A3AAA,Approved,32356.55,30164.4,Normal,2024-01-30,2024-02-03,2024-02-26,Services
PO8CD82026,EMP0CFD654C,VNDD39C47AD,Approved,5871.63,7334.47,Critical,2024-06-21,2024-06-24,2024-07-04,Equipment
PO77D1BD20,EMPBD39CCB7,VND1A32B030,Cancelled,41703.48,35169.23,Normal,2024-07-08,2024-07-10,,Raw Materials
PODA0A2044,EMP41441877,VND67D32B2F,Rejected,33694.41,36640.03,Normal,2024-05-23,2024-05-26,,Services
PO9B4FB3D9,EMPE335CBA1,VND08CE8CA7,Approved,6251.32,6585.97,High,2024-09-23,2024-09-28,2024-10-19,Raw Materials
PO856BE777,EMP95F5CCDC,VND275CA511,Approved,9285.38,8270.72,Normal,2024-11-29,2024-12-01,2024-12-20,Services
PODE9D0D01,EMPF034E8CF,VND2FE40F33,Approved,2342.31,1953.96,Critical,2024-02-24,2024-02-29,2024-03-15,Raw Materials
PO0751704E,EMPB00E9FDE,VND57CA31A1,Approved,14123.68,16512.15,Normal,2024-04-27,2024-04-30,2024-05-07,Office Supplies
PO87E0473A,EMPE710B6F7,VND0B515B0E,Approved,37045.25,32253.69,Critical,2024-07-19,2024-07-23,2024-07-31,Equipment
POBB1C7FA6,EMP145A33ED,VND6ACF147A,Approved,30218.98,36638.96,Normal,2024-10-13,2024-10-17,2024-11-07,Office Supplies
POF6251887,EMP27419244,VNDD902468E,Approved,38519.88,45151.21,Normal,2024-06-07,2024-06-08,2024-06-23,Services
PO1E6E7D15,EMP8BE895D2,VNDAADD0D4D,Approved,35495.67,41389.64,Normal,2024-11-24,2024-11-28,2024-12-10,Office Supplies
POAE22EE5A,EMP039D4191,VND88584A44,Pending,8003.46,9488.38,Normal,2024-05-08,,,Office Supplies
PO99B5BC11,EMPD5F65391,VND03F2A471,Pending,35638.75,33591.05,Normal,2024-07-17,,,Office Supplies
POE23E182C,EMP5161A177,VND4EC61792,Approved,5952.58,5913.77,Normal,2024-10-15,2024-10-16,2024-10-30,Components
PO7B043628,EMP872F913C,VNDAAF2A28A,Approved,9890.71,8921.85,Normal,2024-04-26,2024-04-30,2024-05-13,Services
PO0637708B,EMP30B971FD,VNDF7A9FFF9,Approved,621.03,581.97,Normal,2024-07-22,2024-07-23,2024-08-21,Office Supplies
PO6EBB185A,EMP86F820CE,VND1DF449E3,Approved,54564.65,46477.55,Normal,2024-07-20,2024-07-25,2024-08-24,Raw Materials
PO65809FFA,EMPBB9EEEB7,VND0300765D,Approved,44364.8,43474.6,Normal,2024-06-13,2024-06-18,2024-06-27,Services
PO9FCAEADA,EMP91B3D757,VND75832916,Approved,3576.92,3382.77,High,2024-02-14,2024-02-18,2024-03-16,Components
POFCC4A72A,EMP03071342,VNDE1A395FA,Approved,8939.33,11169.1,Normal,2024-06-16,2024-06-19,2024-07-08,Services
PO9FFE6786,EMPD9C1F219,VNDC4060F12,Approved,31438.98,27104.88,High,2024-03-08,2024-03-10,2024-03-24,Services
PO912E3E7A,EMP342C03FC,VNDAB26D618,Cancelled,14011.08,15827.99,Critical,2024-01-09,2024-01-11,,Equipment
POD452B8AE,EMP75006318,VND894C6368,Cancelled,658.47,739.7,High,2024-10-28,2024-10-30,,Office Supplies
POCF9F9626,EMPA57DD932,VNDD74D095B,Rejected,24415.63,21069.89,High,2024-08-09,2024-08-11,,Raw Materials
PO709053DC,EMP0C0FD5AC,VND34264845,Approved,7850.13,6939.31,Normal,2024-12-25,2024-12-28,2025-01-23,Equipment
POE894D84D,EMPD4260C13,VNDB598AD91,Approved,12972.05,11283.57,Normal,2024-05-30,2024-06-01,2024-06-10,Services
PO1A68B622,EMP089625EF,VND1199176D,Approved,5421.87,4908.69,Normal,2024-11-01,2024-11-04,2024-11-11,Services
PO12D9DF89,EMPBF88F4CB,VND1A32B030,Approved,21703.27,23748.39,Normal,2024-01-27,2024-01-28,2024-02-14,Components
PO811EAB55,EMPE2EB796E,VNDAAF2A28A,Pending,40644.26,49160.66,Normal,2024-01-18,,,Components
PO87DC2649,EMP2AA48E66,VNDD39C47AD,Approved,19145.34,17475.19,High,2024-09-24,2024-09-25,2024-10-23,Office Supplies
POD380CF72,EMP5D039FE6,VND8CAEB48D,Approved,56203.77,49957.47,High,2024-12-01,2024-12-03,2024-12-26,Office Supplies
PO82958D34,EMP90483345,VNDF5F231C0,Approved,26622.17,30619.83,Normal,2024-09-02,2024-09-03,2024-09-17,Components
PO6C901B1B,EMP258F38B8,VNDC178B24A,Approved,22623.93,24080.32,High,2024-02-21,2024-02-26,2024-03-20,Equipment
PO1EF028D4,EMP55175C9C,VNDE1A395FA,Approved,11134.62,10617.82,Normal,2024-12-09,2024-12-14,2025-01-05,Components
POA68FA2B5,EMP21FCE69B,VND8BC82E76,Approved,54654.02,47816.4,Critical,2024-12-06,2024-12-08,2025-01-04,Services
POABDB97CC,EMP31A5B2BF,VNDF9F92F21,Pending,381.29,371.0,Normal,2024-12-24,,,Services
POEDD85FBB,EMP2A0D1F4F,VND7290C297,Approved,21425.28,22313.78,Normal,2024-04-18,2024-04-23,2024-05-07,Raw Materials
POB39A0FB1,EMP9F7C5E1B,VND0D050C25,Rejected,34903.33,40498.22,Normal,2024-04-27,2024-04-28,,Raw Materials
POCC664CCB,EMPA5EA9D43,VND44174C92,Rejected,32793.91,32441.75,Normal,2024-03-04,2024-03-06,,Raw Materials
POD2B12184,EMP5F8E893F,VND4706504E,Approved,33328.27,41468.28,Critical,2024-09-08,2024-09-10,2024-10-06,Services
PO4970C971,EMP20AFB729,VND489E103A,Approved,33006.79,29582.99,Normal,2024-08-04,2024-08-09,2024-08-28,Raw Materials
PO1C3CF0A1,EMP122C310F,VND894C6368,Approved,47635.07,39717.06,High,2024-01-17,2024-01-21,2024-01-30,Equipment
POC53056BC,EMP675E7AA3,VND67D32B2F,Approved,27775.81,27192.72,Normal,2024-01-22,2024-01-24,2024-02-05,Components
PO17FFB5CE,EMPEF65CCB9,VND03F2A471,Approved,34749.06,42443.8,Normal,2024-12-13,2024-12-14,2024-12-21,Raw Materials
PO5142B888,EMP3FE23DCF,VNDDFDF8860,Pending,26673.7,28070.96,Normal,2024-05-07,,,Equipment
PO0D97697E,EMP7246320B,VND590E7C93,Pending,11192.45,12749.9,High,2024-02-16,,,Services
PO84395D97,EMP0E9ABE5D,VND389A891A,Approved,40494.79,46758.65,Normal,2024-08-02,2024-08-07,2024-08-25,Equipment
PO6E135007,EMP53707DEB,VND37AB5C39,Pending,12354.99,14152.41,Normal,2024-03-12,,,Equipment
PO4B8D1256,EMPE12A3168,VND2500CE76,Approved,33573.96,39381.33,High,2024-10-26,2024-10-30,2024-11-20,Services
PO80139AAD,EMP5A076039,VND4706504E,Approved,6359.77,6656.35,Critical,2024-01-16,2024-01-18,2024-02-08,Components
POC768A6C9,EMPC5817044,VND616471F8,Pending,30829.61,29708.7,Critical,2024-04-07,,,Equipment
POB3CB2428,EMP82A14D7C,VNDE6156EFE,Rejected,33928.4,34199.94,High,2024-03-11,2024-03-14,,Raw Materials
PO2872645C,EMP03A9F20D,VNDA957A7D0,Approved,43044.99,38419.72,High,2024-03-11,2024-03-14,2024-04-05,Components
PO46E4EEE5,EMP9C8E3811,VND6ACF147A,Pending,4337.75,4053.92,High,2024-02-23,,,Office Supplies
PO2651222D,EMP9E7DAD21,VND190C8D31,Pending,5746.37,6966.57,High,2024-12-22,,,Components
POF6DDF250,EMPBA8C9119,VNDE05F71D7,Approved,31509.38,29222.11,Normal,2024-04-11,2024-04-15,2024-04-29,Equipment
PO3E834E90,EMPC0194409,VND66F3A422,Approved,19201.9,22819.53,Normal,2024-09-08,2024-09-13,2024-09-27,Office Supplies
PO5F666DA4,EMPE194CD65,VND4EDF116C,Approved,32357.63,32493.62,Normal,2024-07-09,2024-07-13,2024-07-21,Components
POFDCFAB47,EMP7152ABDE,VND49098C56,Approved,36224.27,31892.69,Critical,2024-10-22,2024-10-26,2024-11-04,Components
POBE5874FB,EMP95B8E880,VND466655B2,Approved,31265.17,32170.54,High,2024-07-11,2024-07-13,2024-07-27,Equipment
POF1939802,EMP29EB73D6,VND3AF51314,Approved,8978.64,9460.6,High,2024-09-10,2024-09-11,2024-09-26,Components
PO4DB7415F,EMPF7D88201,VND34264845,Approved,763.8,668.39,Normal,2024-04-16,2024-04-17,2024-05-04,Equipment
PO35D6B232,EMPB337967E,VND3FC620C0,Approved,32690.37,38199.24,Normal,2024-01-18,2024-01-19,2024-01-26,Components
PO2DEFBF91,EMP2CD5D0BE,VND1DF449E3,Approved,36261.85,38869.0,High,2024-07-26,2024-07-29,2024-08-04,Components
POF224E35B,EMPF118F753,VNDB1228DD8,Approved,11580.2,11398.45,Critical,2024-07-29,2024-08-01,2024-08-25,Services
POADBD87A8,EMP4CBD22FF,VNDC4060F12,Approved,40762.07,37888.05,High,2024-08-24,2024-08-29,2024-09-16,Office Supplies
PO8B0D1CCB,EMPE2A2930F,VND09F13EB7,Approved,24431.38,20397.24,Normal,2024-10-08,2024-10-09,2024-10-22,Components
PO21EC5843,EMP5286AC0E,VND4D8ED92A,Pending,51052.28,45658.05,Normal,2024-09-08,,,Services
PO1CA09763,EMP6CF71A0D,VNDB732CC31,Approved,23100.85,28173.85,Normal,2024-07-18,2024-07-19,2024-08-06,Raw Materials
PO4EC9B1C9,EMP3389DCEB,VND38095B8C,Approved,28058.09,27860.58,Normal,2024-04-02,2024-04-04,2024-04-27,Office Supplies
POA470CAB5,EMP14737762,VNDEB6F8ED3,Approved,7458.18,6770.25,High,2024-05-01,2024-05-05,2024-05-12,Equipment
PO08E09BC5,EMP9F6D0AFC,VNDF9F92F21,Approved,17380.3,19699.21,Normal,2024-12-31,2025-01-05,2025-01-14,Equipment
PO5B98E6F5,EMP82DC567F,VND44174C92,Approved,7336.0,7160.07,Normal,2024-11-30,2024-12-05,2024-12-30,Services
PO37EDD9A1,EMP61F2AB0D,VNDF7A9FFF9,Approved,32641.41,27717.23,Normal,2024-07-16,2024-07-21,2024-07-28,Equipment
POC127B9C5,EMPAEFE76F0,VNDF7742C98,Pending,37436.61,33943.41,Normal,2024-02-14,,,Office Supplies
PO8BDDF856,EMP30627B53,VND97FA9A66,Approved,36687.9,31197.23,Normal,2024-01-22,2024-01-27,2024-02-20,Raw Materials
PO7F802716,EMP035A1E31,VNDE3830203,Approved,37877.76,35264.46,Critical,2024-04-13,2024-04-14,2024-05-06,Components
PO5E22A8C1,EMP5F8E893F,VNDE4298A7B,Cancelled,21858.06,20727.43,Normal,2024-12-01,2024-12-03,,Services
PO131C81FB,EMP5FC4AA92,VNDCAE263CC,Approved,35711.05,41453.25,High,2024-04-02,2024-04-05,2024-04-27,Raw Materials
POCC4E0652,EMPFC393E6C,VND0D050C25,Approved,46033.42,39816.91,Normal,2024-11-25,2024-11-29,2024-12-14,Equipment
PO181677C3,EMP3121488C,VND27D705EA,Approved,28246.37,25215.96,Normal,2024-03-14,2024-03-19,2024-04-10,Raw Materials
PO662B3660,EMP24D2D209,VND221D1C44,Cancelled,31159.18,26216.21,Normal,2024-07-26,2024-07-28,,Services
PO8FB47181,EMP2475E2E0,VNDDA6D8C81,Approved,878.31,1006.62,Normal,2024-05-28,2024-06-02,2024-06-19,Services
POC94DA3BB,EMP99B3CE35,VNDF464A966,Approved,15047.99,16980.11,Normal,2024-11-05,2024-11-10,2024-12-09,Components
PO7A1E89CE,EMPC83DD88E,VND894C6368,Approved,55499.94,49298.13,High,2024-05-13,2024-05-18,2024-06-15,Services
PO1AA51192,EMPC5810F2B,VND411B979D,Approved,35364.38,40233.26,Normal,2024-05-11,2024-05-12,2024-06-03,Raw Materials
POA936CC49,EMP455DBAC7,VNDA6643FA7,Approved,15670.3,14472.35,Normal,2024-08-29,2024-09-03,2024-09-22,Raw Materials
PO571D4923,EMP2A7056E0,VNDAE27E9B6,Approved,15324.42,14569.72,High,2024-03-04,2024-03-08,2024-04-02,Services
POB637B78D,EMP0AE0E756,VND1FA33A03,Approved,19835.8,22925.49,High,2024-09-09,2024-09-12,2024-10-05,Equipment
PO130A0853,EMP090BC160,VND1199176D,Approved,38737.02,45372.82,Normal,2024-08-15,2024-08-18,2024-09-11,Office Supplies
POAE237891,EMP26F71132,VNDD95DB1B7,Cancelled,12887.85,12919.86,High,2024-11-09,2024-11-11,,Office Supplies
POA679322E,EMPA63F4E0B,VND616471F8,Approved,40736.14,40732.23,Normal,2024-08-26,2024-08-28,2024-09-21,Office Supplies
PO886B0570,EMPA6D83737,VND616471F8,Cancelled,19038.7,20522.15,Normal,2024-01-26,2024-01-28,,Services
PO34A4B13A,EMPA7C71B07,VNDF464A966,Approved,26802.37,27601.16,Normal,2024-04-24,2024-04-27,2024-05-15,Raw Materials
POC93E2AA4,EMP8D6FEFF7,VND6E96F23C,Approved,9998.64,10645.94,Normal,2024-12-03,2024-12-08,2024-12-24,Components
POE8633F5B,EMP2D22DD44,VND417BDCE6,Pending,22979.47,20721.09,Normal,2024-11-05,,,Components
PO3A79C01F,EMPD23C376B,VND5FE97D0B,Rejected,11427.0,13542.71,Normal,2024-09-20,2024-09-23,,Components
POEA1C2DF3,EMP182C49E8,VND0300765D,Approved,44395.67,42648.02,Normal,2024-08-03,2024-08-05,2024-08-27,Services
POD7FEC1D9,EMP8991F011,VNDE1A395FA,Approved,48708.01,46948.63,Normal,2024-09-10,2024-09-14,2024-09-25,Components
POD1103E57,EMP1F4F936E,VND020FD5AF,Approved,16269.71,17617.45,Critical,2024-05-18,2024-05-21,2024-06-02,Equipment
PO0E75D0B9,EMP620169C4,VND439CBBCF,Approved,17205.0,16560.3,Normal,2024-07-27,2024-07-31,2024-08-12,Office Supplies
PO3C7FFE02,EMP100AD4B2,VNDE6A4DD03,Approved,48333.0,44624.13,Critical,2024-10-16,2024-10-17,2024-10-24,Equipment
PO4DA8D4DE,EMP91E249B2,VNDF7742C98,Approved,21601.54,20531.99,High,2024-08-07,2024-08-08,2024-08-23,Services
POE9E32CF7,EMPFB5DF19F,VND672E91CF,Approved,24355.97,22993.79,High,2024-10-20,2024-10-24,2024-11-17,Raw Materials
POCAC2976D,EMPD9B0715B,VND2258ABB1,Pending,44150.66,37544.22,Normal,2024-01-18,,,Raw Materials
POA02D1C01,EMP94575E26,VND439CBBCF,Approved,13794.98,16657.57,Normal,2024-05-02,2024-05-06,2024-06-04,Services
PO794158C5,EMP7EEB1F50,VNDF549E284,Approved,41109.38,45752.24,Normal,2024-08-28,2024-08-30,2024-09-15,Raw Materials
POA228F581,EMPA6BC9482,VND37AB5C39,Approved,16592.89,14381.16,High,2024-03-02,2024-03-03,2024-03-20,Equipment
POAB198284,EMPE21ED350,VND4DC2D394,Approved,44845.87,42151.36,High,2024-08-22,2024-08-25,2024-09-07,Components
PO664A4FE1,EMP733AB9CD,VNDF9F92F21,Pending,33635.62,41140.77,Normal,2024-12-07,,,Office Supplies
PO93260DA8,EMPD4A22CED,VND4D8ED92A,Approved,30850.58,28981.37,Normal,2024-03-30,2024-04-01,2024-04-18,Raw Materials
PO2AD1BEF3,EMP0944F962,VND27CBAF37,Approved,36459.44,37007.46,Normal,2024-12-19,2024-12-23,2025-01-19,Office Supplies
PO9CE1E86E,EMP184C75E2,VND11B92497,Approved,29208.62,35532.07,Normal,2024-05-21,2024-05-23,2024-06-14,Equipment
PO7E81B9B4,EMP60098626,VND6E96F23C,Approved,27428.48,29112.85,High,2024-10-05,2024-10-09,2024-10-30,Equipment
POB50832EB,EMP4DF80BC6,VND2258ABB1,Approved,29327.61,31728.46,Normal,2024-10-21,2024-10-23,2024-10-28,Equipment
PO36EAC056,EMPB5B0C19D,VNDE6A4DD03,Approved,24546.75,20770.62,Normal,2024-11-11,2024-11-12,2024-12-10,Equipment
PO0109B424,EMPBC2138C9,VND190C8D31,Approved,1225.43,1253.42,High,2024-01-20,2024-01-21,2024-01-29,Equipment
PO74FE29B0,EMPFFD0FA4C,VND5FE97D0B,Approved,24021.14,22206.74,High,2024-09-20,2024-09-21,2024-09-30,Components
POF309A6DC,EMP6E957308,VND4EA7F305,Approved,16202.55,15492.87,Critical,2024-12-09,2024-12-14,2024-12-25,Equipment
PO3CF9F14A,EMP7CA67B26,VND8539FA55,Approved,12813.03,13648.22,Normal,2024-10-06,2024-10-11,2024-11-08,Office Supplies
PO995D147B,EMP4067C9E1,VND1A32B030,Approved,19838.51,23333.23,Normal,2024-01-12,2024-01-17,2024-01-31,Components
PO1E723E46,EMP72AD071D,VND154E8965,Approved,3686.0,3733.87,High,2024-05-07,2024-05-11,2024-06-05,Equipment
POD15F0ED8,EMPB3FCC944,VND23FDC749,Approved,10527.36,10384.57,Critical,2024-02-13,2024-02-15,2024-02-21,Office Supplies
POEF48F48D,EMPB66C82B1,VNDC995E3B7,Approved,23194.56,23593.55,Normal,2024-11-11,2024-11-15,2024-11-28,Equipment
POADA2E329,EMP47F34106,VND22E4CBF8,Approved,18612.79,20701.85,Normal,2024-09-20,2024-09-24,2024-10-16,Office Supplies
PO27043698,EMP76B4B421,VND1DF449E3,Approved,16576.9,17631.36,Normal,2024-08-15,2024-08-19,2024-09-10,Equipment
POF5C40AED,EMP456D5269,VND7B8206C3,Approved,44207.8,43582.97,Critical,2024-04-19,2024-04-21,2024-05-21,Services
PO369599EE,EMPB7A09EB6,VND6B54C68D,Cancelled,5656.22,4812.79,High,2024-04-08,2024-04-11,,Raw Materials
PO929DB3F3,EMP79DF40E0,VND27D705EA,Approved,12021.38,14408.8,Normal,2024-12-13,2024-12-18,2025-01-14,Office Supplies
PO62E1225B,EMPAA1F1867,VND616471F8,Cancelled,38079.55,38050.96,High,2024-10-15,2024-10-16,,Equipment
PO18B54040,EMP44C255CD,VND7B8206C3,Cancelled,44762.89,39269.49,Normal,2024-11-14,2024-11-15,,Equipment
POF89319A7,EMP2C548064,VND4706504E,Pending,52760.36,48112.42,Critical,2024-03-14,,,Raw Materials
PO10B92C0A,EMP87CDE385,VND4706504E,Approved,19731.71,19819.81,Normal,2024-11-17,2024-11-20,2024-11-27,Office Supplies
PO5EB85EB8,EMPC0F6480F,VND49FA8EB1,Approved,47975.99,45670.28,Normal,2024-11-09,2024-11-11,2024-12-08,Office Supplies
PODCB3D983,EMP8EDA3371,VND11B92497,Approved,21607.08,24812.62,High,2024-09-29,2024-10-04,2024-10-28,Components
PO00ECEF8C,EMPB1E0010A,VNDC995E3B7,Approved,43298.47,37129.94,High,2024-06-07,2024-06-09,2024-06-27,Services
POADC8841D,EMPC71943B8,VNDF545674F,Approved,939.43,891.5,Normal,2024-07-31,2024-08-04,2024-08-12,Equipment
POABD13337,EMPB924478F,VNDF7742C98,Approved,17359.89,20915.5,Critical,2024-04-07,2024-04-10,2024-05-08,Raw Materials
PO64F4C222,EMPA287E415,VND190C8D31,Approved,3748.43,3947.12,Critical,2024-09-29,2024-10-02,2024-10-22,Raw Materials
POA4128DAE,EMPC1224921,VNDE1A395FA,Approved,21682.75,25736.65,Normal,2024-08-21,2024-08-23,2024-08-31,Equipment
POD9573512,EMP0E499AEB,VNDE1A395FA,Approved,30723.28,28402.83,Normal,2024-09-19,2024-09-21,2024-10-14,Services
POF21B9354,EMP14058C8C,VND894C6368,Approved,30811.91,34082.33,Normal,2024-04-29,2024-05-01,2024-05-12,Office Supplies
PO0FD44628,EMPCC91367C,VNDD95DB1B7,Pending,37135.37,41705.67,Normal,2024-09-08,,,Equipment
POD91AE465,EMPD7A049E5,VND2D25DD42,Rejected,2201.63,2474.21,High,2024-03-02,2024-03-03,,Components
PO8029A3C1,EMP1D2E57BC,VND389A891A,Approved,44653.3,45234.08,Normal,2024-02-12,2024-02-17,2024-03-07,Equipment
POA091AEA6,EMPA670EA37,VND6F35B3AD,Rejected,35341.81,30211.67,Critical,2024-11-21,2024-11-24,,Components
PO3A066F35,EMPED36C61F,VND5FBBF7E5,Approved,19763.02,20175.41,Normal,2024-09-17,2024-09-21,2024-10-09,Components
PO1BF72082,EMPE5063390,VNDF7742C98,Pending,21362.65,21500.62,Normal,2024-01-19,,,Equipment
POD70B81E1,EMPABB2D435,VND0A251297,Approved,49688.12,43874.21,Normal,2024-09-29,2024-10-04,2024-10-17,Equipment
PO9460E7CE,EMP10C370CA,VNDB1228DD8,Pending,14051.68,13175.97,High,2024-12-28,,,Components
PO5292BAA7,EMP9D7F323B,VND38095B8C,Approved,14706.37,12998.79,Normal,2024-08-15,2024-08-20,2024-09-05,Services
PO0A4C7DA2,EMPBAC292EF,VNDE3830203,Approved,4956.21,4926.43,Normal,2024-10-15,2024-10-19,2024-11-15,Office Supplies
PO566DB6F3,EMP1C839343,VNDE4298A7B,Approved,30499.89,32474.81,Normal,2024-11-23,2024-11-25,2024-12-09,Components
PO7E1FA051,EMP3592A14A,VND4706504E,Pending,46313.61,42603.44,Normal,2024-02-25,,,Services
POB4EC87A5,EMP4D5EAB77,VND768A7583,Approved,34415.37,34223.18,High,2024-03-16,2024-03-21,2024-04-17,Components
POD871B317,EMPFCC31417,VND07A84740,Approved,22596.15,25104.9,High,2024-12-02,2024-12-04,2024-12-15,Raw Materials
PO2D685110,EMP21538385,VND448E4836,Approved,9649.21,11444.67,Critical,2024-11-01,2024-11-03,2024-11-10,Equipment
PO74BB5421,EMP0D605F51,VND76746C6A,Approved,13477.62,12096.28,Normal,2024-12-25,2024-12-30,2025-01-16,Services
PO2CA617DC,EMP0617BC09,VNDCDB882C0,Rejected,33517.15,31396.9,Normal,2024-10-21,2024-10-23,,Equipment
POB1FFD33E,EMP3FD8D44C,VND9DFC7925,Approved,50650.74,49190.71,High,2024-03-25,2024-03-28,2024-04-08,Services
PO4047494C,EMPD672959D,VND29251C8F,Approved,48340.04,49709.83,Normal,2024-06-21,2024-06-25,2024-07-06,Office Supplies
PO33AD556D,EMP65BA8365,VNDC4060F12,Approved,31096.87,27995.34,Normal,2024-07-25,2024-07-26,2024-08-03,Office Supplies
PO2FD0911D,EMP7459B62E,VND62396BAB,Pending,9987.32,9333.6,Normal,2024-01-14,,,Equipment
PO4CCD594C,EMPEB26DE42,VND44174C92,Rejected,15757.68,19685.54,Normal,2024-11-30,2024-12-02,,Raw Materials
PO491FA978,EMPBC6C22AC,VND6B54C68D,Pending,10805.62,9881.3,Normal,2024-11-03,,,Services
POBD045185,EMP87D6438A,VNDE6156EFE,Approved,30215.58,37280.62,Normal,2024-03-09,2024-03-12,2024-03-22,Office Supplies
PO6D5339AA,EMP8F4ECD2C,VND79774EB1,Pending,14358.0,16829.47,Normal,2024-02-07,,,Components
PO36F169D6,EMP4DA33EAB,VND0A251297,Approved,42212.11,35199.95,High,2024-10-04,2024-10-07,2024-11-02,Equipment
PO64B31110,EMP4855A4E0,VND365E2FC5,Approved,3309.05,2815.46,Normal,2024-11-11,2024-11-13,2024-12-11,Office Supplies
POAB6EC8CF,EMP56E8767C,VND2094DBBC,Rejected,2365.06,2948.6,Normal,2024-12-13,2024-12-14,,Office Supplies
